id,name,artist,album,release_date,popularity,duration_ms,genres,album_art_url,combined_features
3yzG1rkCOieELsPAPj6x8f,Ale Ale,A.R. Rahman,Boys,2003-06-28,0,385786,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b27306b5973bc76a7e2556e2616a,"A.R. Rahman Boys tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance"
0jNfdNjKTIRephxTIHizt5,Vizhigalil Vizhigalil,Harish Raghavendra,Thiruvilayadal Arambam (Original Motion Picture Soundtrack),2006-12-01,37,286253,"tamil pop, kollywood, telugu pop, tollywood",https://i.scdn.co/image/ab67616d0000b273fb63bcf8cad545d7a92e8d04,"Harish Raghavendra Thiruvilayadal Arambam (Original Motion Picture Soundtrack) tamil pop, kollywood, telugu pop, tollywood"
2o5plMHeOlz9O1yvQM7Pwf,Verenna Ivan Yaro,Unnikrishnan,Minnale (Original Motion Picture Soundtrack),1962-01-02,0,324938,"tamil pop, kollywood, telugu pop, tollywood",https://i.scdn.co/image/ab67616d0000b273b8504efae4eb2430d996ecdb,"Unnikrishnan Minnale (Original Motion Picture Soundtrack) tamil pop, kollywood, telugu pop, tollywood"
4suBfHuR3MS4d0Wc1nWz0s,En Anbe,Harris Jayaraj,Sathyam,2008-07-20,0,367001,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b27334b0c6a4d90b6347e2687c1a,"Harris Jayaraj Sathyam tamil pop, kollywood, tamil dance"
3BWDyIgqYJtK1DH7cpXzdF,Venmathiye,Tippu,Minnale (Original Motion Picture Soundtrack),1962-01-02,0,326960,"tamil dance, kannada pop, tamil pop, kollywood, telugu pop, tollywood, sandalwood",https://i.scdn.co/image/ab67616d0000b273b8504efae4eb2430d996ecdb,"Tippu Minnale (Original Motion Picture Soundtrack) tamil dance, kannada pop, tamil pop, kollywood, telugu pop, tollywood, sandalwood"
1n5gnI3Wue9WBpYFOIQNh1,Mundhinam,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008-10-08,65,341386,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1,"Harris Jayaraj Vaaranam Aayiram (Original Motion Picture Soundtrack) tamil pop, kollywood, tamil dance"
13wIQbwSuQ4YFvDvtQgSVc,Vaarayo Vaarayo,Harris Jayaraj,Aadhavan (Original Motion Picture Soundtrack),2009-08-09,64,316680,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273555862c7f059ba85617a68ee,"Harris Jayaraj Aadhavan (Original Motion Picture Soundtrack) tamil pop, kollywood, tamil dance"
1wIfq9Zul77qAtokyLTlXr,Ava Enna,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008-10-08,64,318493,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1,"Harris Jayaraj Vaaranam Aayiram (Original Motion Picture Soundtrack) tamil pop, kollywood, tamil dance"
2WO5nzB7QtKn9ZRc9Jkalt,Annul Maelae,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008-10-08,64,322506,"tamil pop, kollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1,"Harris Jayaraj Vaaranam Aayiram (Original Motion Picture Soundtrack) tamil pop, kollywood, tamil dance"
0ceIl3lqBkRnS1K7WQ2C8Q,Maro Maro,Tippu,Bunny,2005-03-26,37,307591,"tamil dance, kannada pop, tamil pop, kollywood, telugu pop, tollywood, sandalwood",https://i.scdn.co/image/ab67616d0000b2739e2f2fd01a48d0d59f019063,"Tippu Bunny tamil dance, kannada pop, tamil pop, kollywood, telugu pop, tollywood, sandalwood"
646diZuMDgdX1ffsnCHeP1,Sarigame,Lucky Ali,Boys,2003-07-29,37,368274,"desi pop, bollywood, hindi indie, indian indie, hindi pop",https://i.scdn.co/image/ab67616d0000b273cec3a015f7b46aba44effb89,"Lucky Ali Boys desi pop, bollywood, hindi indie, indian indie, hindi pop"
3lMCCe4V2NYP5SBjnGv9aQ,Dating,A.R. Rahman,Boys,2003-06-28,0,304026,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b27306b5973bc76a7e2556e2616a,"A.R. Rahman Boys tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance"
112NWXkWGOmGwzzEVlLfkA,Enge Ponaalum (Prayer Song),Siddarth Vippin,Idharkuthaane Aasaipattai Balakumara (Original Motion Picture Soundtrack),2013-08-30,0,275675,,https://i.scdn.co/image/ab67616d0000b273dc5c1540c020ef064942adfb,Siddarth Vippin Idharkuthaane Aasaipattai Balakumara (Original Motion Picture Soundtrack) 
0QPriddK8uzxoztsPBqGZc,"Oru Maalai - Language: Tamil; Film: Ghajini; Film Artists: Surya, Asin",Karthik,Ghajini,2005-01-01,0,353946,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood",https://i.scdn.co/image/ab67616d0000b273aace3376bb9d27d84b990a85,"Karthik Ghajini telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood"
5chM2OW3FZKuAM1SrvVFrv,Thottal Poomalarum,Hariharan,New (Original Motion Picture Soundtrack),2004-06-17,46,333120,"bhajan, tamil pop, ghazal, kollywood, devotional, telugu pop",https://i.scdn.co/image/ab67616d0000b273fda49084bac5a1ebf4385bf3,"Hariharan New (Original Motion Picture Soundtrack) bhajan, tamil pop, ghazal, kollywood, devotional, telugu pop"
4sPItJEXKBQWxBCLf2S2Lu,"Santhosha kanneere (From ""Uyire"")",Ta'mil,Hits of A.R.Rahman Nenjame,2013-12-25,46,407013,,https://i.scdn.co/image/ab67616d0000b273e0cb6e23d21ad2f9f597b64b,Ta'mil Hits of A.R.Rahman Nenjame 
74IE3QmRR07So8TE0320Oa,Mazhai Kuruvi,A.R. Rahman,Mazhai Kuruvi,2018-09-05,54,348206,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",https://i.scdn.co/image/ab67616d0000b273d31cd236fb472b93c0a0e6c9,"A.R. Rahman Mazhai Kuruvi tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance"
4FyZDLPO1ErUjzwnLrCLTA,Maruvaarthai,Sid Sriram,Maruvaarthai (From 'Enai Noki Paayum Thota'),2017-02-11,0,356718,"tollywood, telugu pop, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b2738b9642b32a0bf6c3d85e96da,"Sid Sriram Maruvaarthai (From 'Enai Noki Paayum Thota') tollywood, telugu pop, tamil pop, kollywood"
7E2Hxm9THENrvokBvbiSZj,"Puyalae Puyalae (From ""Kovil"")",Karthik,Kalakal Dance Hits,2013-07-18,17,298855,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood",https://i.scdn.co/image/ab67616d0000b2731187a531854a765f273b6da6,"Karthik Kalakal Dance Hits telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood"
0xttqqTj7ZAGyVkfOYxQ4F,Nee Paartha Vizhigal - The Touch of Love,Anirudh Ravichander,3 (Original Motion Picture Soundtrack),2011-12-23,68,264506,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18,"Anirudh Ravichander 3 (Original Motion Picture Soundtrack) tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop"
5b1zcET4JFw1BHh8rsjHq3,Thangamey,Anirudh Ravichander,Wunderboy Anirudh,2016-03-03,0,262539,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b2738f94bd8e3d094fc64ec2bb0c,"Anirudh Ravichander Wunderboy Anirudh tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop"
00QuXoF6LyKwH9xz7lXGdf,Kurukku Siruthvalea (From Mudhalvan),Hariharan,Singer Special Hariharan and K.J.Jesudas,2013-05-13,53,398341,"bhajan, tamil pop, ghazal, kollywood, devotional, telugu pop",https://i.scdn.co/image/ab67616d0000b273d6f63aefe2221a24e7043827,"Hariharan Singer Special Hariharan and K.J.Jesudas bhajan, tamil pop, ghazal, kollywood, devotional, telugu pop"
6wdyJnmcSeBXUyR6H5gGKd,Suttum Vizhi,Sriram Parthasarathy,Ghajini (Original Motion Picture Soundtrack),2005,60,318600,"tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b27396fa4201ff42cd2dcfef14c4,"Sriram Parthasarathy Ghajini (Original Motion Picture Soundtrack) tamil pop, kollywood"
1qfanYrmrh7xDSvt15acZ3,Oru Maalai,Karthik,Ghajini (Original Motion Picture Soundtrack),2005,61,354240,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood",https://i.scdn.co/image/ab67616d0000b27396fa4201ff42cd2dcfef14c4,"Karthik Ghajini (Original Motion Picture Soundtrack) telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood"
0OgazYID6CUlSeiAoeuf5B,"Jigidi Killaadi (From ""Pattas"")",Anirudh Ravichander,"Jigidi Killaadi (From ""Pattas"")",2019-12-26,0,218915,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",https://i.scdn.co/image/ab67616d0000b273ae03abaea85fda9eb33c3699,"Anirudh Ravichander Jigidi Killaadi (From ""Pattas"") tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop"
2DoaVDkQT4g0lKmMNTwvTc,Aathichudi (From 'TN 07 AL 4777'),"Vijay Antony,Dinesh Kanagaratnam",Best Of Vijay Antony,2019-07-12,0,251210,,https://i.scdn.co/image/ab67616d0000b273ee0a843519fd46b96a85dc38,"Vijay Antony,Dinesh Kanagaratnam Best Of Vijay Antony "
1hLIKcQCD7i1AwLfnGrwWX,June Ponal,Krishh,Unnale Unnale (Original Motion Picture Soundtrack),2006-12-31,44,361533,"tamil pop, kollywood, telugu pop, tollywood, tamil dance",https://i.scdn.co/image/ab67616d0000b27318bd30991b8bdd303df0f44e,"Krishh Unnale Unnale (Original Motion Picture Soundtrack) tamil pop, kollywood, telugu pop, tollywood, tamil dance"
6Y6reEM6kcr2m1Es3YbUGI,Mudhal Naal,K.K Mahalakshmi,Unnale Unnale (Original Motion Picture Soundtrack),2006-12-31,29,267013,"tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b27318bd30991b8bdd303df0f44e,"K.K Mahalakshmi Unnale Unnale (Original Motion Picture Soundtrack) tamil pop, kollywood"
4Va9qUpMta6PavfMwYI8MI,Unnaale Unnaale,Karthik,Unnale Unnale (Original Motion Picture Soundtrack),2006-12-31,44,283373,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood",https://i.scdn.co/image/ab67616d0000b27318bd30991b8bdd303df0f44e,"Karthik Unnale Unnale (Original Motion Picture Soundtrack) telugu pop, tollywood, tamil pop, kollywood, kannada pop, tamil dance, malayalam pop, mollywood"
4GHobeaUTnW0hZGzX8zGEO,Naan Pizhaippeno,Sathyaprakash,Naan Pizhaippeno (From 'Enai Noki Paayum Thota'),2017-03-26,0,361463,"tamil pop, kollywood, tamil indie, tamil dance",https://i.scdn.co/image/ab67616d0000b27377ae5a6634a5a9023e436b59,"Sathyaprakash Naan Pizhaippeno (From 'Enai Noki Paayum Thota') tamil pop, kollywood, tamil indie, tamil dance"
3JNgvfMjwnAlA45Jt190rI,Mambazhamam Mambazham,Mani Sharma,Pokkiri,2006-12-15,0,279320,"tamil dance, telugu pop, tollywood, tamil pop, kollywood",https://i.scdn.co/image/ab67616d0000b27348c1d6b2a33fa21eba1a5adb,"Mani Sharma Pokkiri tamil dance, telugu pop, tollywood, tamil pop, kollywood"
5PGMCQZR2AnFXSYvUxVb30,"Adada Mazhaida (From ""Paiya"")",Yuvan Shankar Raja,My Playlist: Yuvanshankar Raja,2014-08-18,41,267120,"tamil pop, kollywood, tamil dance, tamil hip hop, tollywood",https://i.scdn.co/image/ab67616d0000b273e21201d2afa1618e4d185a76,"Yuvan Shankar Raja My Playlist: Yuvanshankar Raja tamil pop, kollywood, tamil dance, tamil hip hop, tollywood"
